super_opeid,opeid,institution_name,superopeid_name,multi
-1,22586,AVALON SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22594,,COLLEGES WITH INSUFFICIENT DATA,1
-1,22602,DIESEL DRIVING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22604,BEE JAY'S HAIRSTYLING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22606,NATIONAL UNIVERSITY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22608,HUERTAS COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22613,EVEREST INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22614,COLLEGE OF ART ADVERTISING,COLLEGES WITH INSUFFICIENT DATA,1
-1,22618,HAIR DESIGN SCHOOL (THE),COLLEGES WITH INSUFFICIENT DATA,1
-1,22621,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22624,YESHIVA OHR ELCHONON CHABAD - WEST COAST TALMUDICAL SEMINARY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22625,FAUST INSTITUTE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22634,LAKE CAREER & TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22636,BASTROP BEAUTY SCHOOL #1,COLLEGES WITH INSUFFICIENT DATA,1
-1,22637,MIAMI VALLEY CAREER TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22651,YESHIVA DERECH CHAIM,COLLEGES WITH INSUFFICIENT DATA,1
-1,22652,GLOBAL BUSINESS INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22656,JOHN JAY KENNER ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22659,WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22662,SCHOOL OF HEALTH,COLLEGES WITH INSUFFICIENT DATA,1
-1,22664,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22671,EXPOSITO SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22675,GLENWOOD BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22676,SOFIA UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22693,STEVENSON'S ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22694,EASTERN HILLS ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22695,WESTERN HILLS SCHOOL OF BEAUTY & HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22697,"COLORLAB ACADEMY OF HAIR, THE",COLLEGES WITH INSUFFICIENT DATA,1
-1,22699,PENNSYLVANIA COLLEGE OF ART & DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22701,OHIO HI-POINT CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22704,SOUTHEASTERN BIBLE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22705,BUCKS COUNTY SCHOOL OF BEAUTY CULTURE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22706,LIFE PACIFIC COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22708,AMERITECH COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22727,COLUMBIANA COUNTY VOCATIONAL SCHOOL DISTRICT,COLLEGES WITH INSUFFICIENT DATA,1
-1,22729,ROCKLAND COUNTY BOCES ADULT EDUCATION,COLLEGES WITH INSUFFICIENT DATA,1
-1,22741,LA' JAMES INTERNATIONAL COLLEGE - DES MOINES,COLLEGES WITH INSUFFICIENT DATA,1
-1,22744,BRYANT & STRATTON COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22750,JENNY LEA ACADEMY OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22753,CABELL COUNTY CAREER TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22755,PAUL MITCHELL THE SCHOOL KNOXVILLE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22758,MR. LEON'S SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22759,MODERN WELDING SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22760,FRANKLIN BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22766,HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM,COLLEGES WITH INSUFFICIENT DATA,1
-1,22773,SISSETON WAHPETON COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22774,SOUTH COAST COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22775,HOUSE OF HEAVILIN BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22787,MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22792,DUDLEY BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22795,HEART OF GEORGIA TECHNICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22796,CORTIVA INSTITUTE - FLORIDA,COLLEGES WITH INSUFFICIENT DATA,1
-1,22798,ELIZABETHTOWN BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22805,CHARLES OF ITALY BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22809,MID-ATLANTIC CHRISTIAN UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22821,"HIGH PLAINS TECHNOLOGY CENTER, SCHOOL DISTRICT NO. 24",COLLEGES WITH INSUFFICIENT DATA,1
-1,22823,ALHAMBRA BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22825,LENAPE TECHNICAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22842,NEW TYLER BARBER COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22845,PILLSBURY BAPTIST BIBLE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22850,PAUL MITCHELL THE SCHOOL HUNTSVILLE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22851,HILLTOP BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22855,CREATIVE CIRCUS (THE),COLLEGES WITH INSUFFICIENT DATA,1
-1,22857,BAYSHIRE BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22859,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,COLLEGES WITH INSUFFICIENT DATA,1
-1,22863,CAROLINA BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22871,LA BELLE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22874,MARSHA KAY BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22878,NATIONAL TRACTOR TRAILER SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22879,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22889,ACCUTECH CAREER INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22890,AMERICAN HAIR ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22892,COLUMBIA AREA CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22895,PACE INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22896,CONSOLIDATED SCHOOL OF BUSINESS,COLLEGES WITH INSUFFICIENT DATA,1
-1,22897,JOLIE HEALTH AND BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22904,ALTOONA BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,22912,CANNELLA SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22917,HENRY COGSWELL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22924,COLUMBIA BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22927,LANSDALE SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22932,ATI CAREER TRAINING CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22939,VOLUNTEER BEAUTY ACADEMY NORTH,COLLEGES WITH INSUFFICIENT DATA,1
-1,22940,VOLUNTEER BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22950,EVEREST COLLEGE PHOENIX,COLLEGES WITH INSUFFICIENT DATA,1
-1,22955,CANNELLA SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22957,NATIONAL ACADEMY OF BEAUTY ARTS,COLLEGES WITH INSUFFICIENT DATA,1
-1,22960,PRINCE INSTITUTE - SOUTHEAST,COLLEGES WITH INSUFFICIENT DATA,1
-1,22970,CHARLOTTE TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,22975,OEHRLEIN SCHOOL OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22978,HEADLINES ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,22980,DESIGN INSTITUTE OF SAN DIEGO,COLLEGES WITH INSUFFICIENT DATA,1
-1,22982,HEADQUARTERS ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,22985,EVEREST COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,22999,A BUSINESS CAREER INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23002,ESTHETICS INSTITUTE AT CONCORD ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23009,WITHLACOOCHEE TECHNICAL INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23011,TURTLE MOUNTAIN COMMUNITY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23014,OHIO VALLEY COLLEGE OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23019,ALLIED MEDICAL AND TECHNICAL INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23027,J. EVERETT LIGHT CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23028,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23035,AMERICAN INSTITUTE OF BAKING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23036,FORTIS COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23040,MISSOURI TECHNICAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23043,PLATT COLLEGE - SAN DIEGO,COLLEGES WITH INSUFFICIENT DATA,1
-1,23044,YTI CAREER INSTITUTE - CAPITAL REGION,COLLEGES WITH INSUFFICIENT DATA,1
-1,23047,TRI-RIVERS CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23048,PJ'S COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23053,PARKER UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23057,FORTIS COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23062,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23067,FORT WORTH BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23069,IOWA SCHOOL OF BEAUTY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23074,GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23089,MASTERS OF COSMETOLOGY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23091,AMERICAN COLLEGE OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23103,COLUMBIA BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23110,PAUL MITCHELL THE SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23111,TRENDMASTERS ACADEMY OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23112,AMERICAN SCHOOL OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23120,BERGEN COUNTY TECHNICAL SCHOOLS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23123,LA' JAMES INTERNATIONAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23124,LA COLLEGE INTERNATIONAL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23130,CASS CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23139,WESTWOOD COLLEGE - O'HARE AIRPORT,COLLEGES WITH INSUFFICIENT DATA,1
-1,23140,SCHOOL OF HAIRSTYLING (THE),COLLEGES WITH INSUFFICIENT DATA,1
-1,23141,SCHILLER INTERNATIONAL UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23142,EMPIRE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23148,BALTIMORE INTERNATIONAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23155,TOLEDO ACADEMY OF BEAUTY CULTURE - EAST,COLLEGES WITH INSUFFICIENT DATA,1
-1,23166,CONNECTICUT CENTER FOR MASSAGE THERAPY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23173,CONCEPT COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23178,AMERICAN INSTITUTE OF TRUCKING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23182,KD STUDIO,COLLEGES WITH INSUFFICIENT DATA,1
-1,23186,EVEREST INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23190,COMPUTER LEARNING CENTERS CHICAGO,COLLEGES WITH INSUFFICIENT DATA,1
-1,23193,COMPUTER LEARNING CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23194,COMPUTER LEARNING CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23198,TONI&GUY HAIRDRESSING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23200,COMPUTER LEARNING CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23208,MAGNOLIA COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23214,TONI&GUY HAIRDRESSING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23220,COMPUTER LEARNING CENTERS SAN FRANCISCO,COLLEGES WITH INSUFFICIENT DATA,1
-1,23233,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23237,PAT WILSON'S BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23244,ALLSTATE HAIRSTYLING & BARBER COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23245,MICHIGAN COLLEGE OF BEAUTY-MONROE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23251,KEY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23256,NEW YORK INSTITUTE OF ENGLISH AND BUSINESS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23257,LABARON HAIRDRESSING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23258,LABARON HAIRDRESSING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23260,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,COLLEGES WITH INSUFFICIENT DATA,1
-1,23265,INTERFACE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23268,MERIDIAN COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23276,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,COLLEGES WITH INSUFFICIENT DATA,1
-1,23278,PINEVILLE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23285,MOLER - PICKENS BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23289,EMMAUS BIBLE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23299,FLORIDA INSTITUTE OF ULTRASOUND,COLLEGES WITH INSUFFICIENT DATA,1
-1,23303,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23305,LAGUNA COLLEGE OF ART AND DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23306,PENNSYLVANIA GUNSMITH SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23308,JRMC SCHOOL OF NURSING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23309,IOWA SCHOOL OF BEAUTY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23310,MARYLAND BEAUTY ACADEMY OF ESSEX,COLLEGES WITH INSUFFICIENT DATA,1
-1,23312,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23313,INTERACTIVE COLLEGE OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23314,NORTHWEST HAIR ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23321,EMPIRE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23322,HAIR PROFESSIONALS CAREER COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23343,EMPIRE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23357,BATON ROUGE GENERAL MEDICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23363,KNOX COUNTY CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23367,CUYAHOGA VALLEY CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23370,SUNCOAST II THE TAMPA BAY SCHOOL OF MASSAGE THERAPY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23372,PJ'S COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23374,BANCROFT SCHOOL OF MASSAGE THERAPY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23377,PROFESSIONAL SKILLS INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23378,COLLEGE OF OFFICE TECHNOLOGY (THE),COLLEGES WITH INSUFFICIENT DATA,1
-1,23379,COLLEGE OF HAIR DESIGN CAREERS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23380,CLOYD'S BARBER SCHOOL #2,COLLEGES WITH INSUFFICIENT DATA,1
-1,23382,BAY STATE SCHOOL OF TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23394,ROB ROY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23396,ROGERS ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23398,SOUTHERN INSTITUTE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23400,COLONIAL HEIGHTS BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23405,SAINT LOUIS COLLEGE OF HEALTH CAREERS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23407,LABARON HAIRDRESSING ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23408,PAUL MITCHELL THE SCHOOL LEXINGTON,COLLEGES WITH INSUFFICIENT DATA,1
-1,23411,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23417,CAREER ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23424,ACADEMY OF RADIO & TV BROADCASTING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23430,FORT PECK COMMUNITY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23434,BELLUS ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23438,MONTGOMERY BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23441,ROSEBURG BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23451,PHAGANS' ORCHARDS BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23452,EMPIRE BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23456,AKRON MACHINING INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23458,MONTEBELLO BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23476,BALL MEMORIAL HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23487,CAREER BLAZERS LEARNING CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23492,HEADMASTERS SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23494,ALVAREITA'S COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23495,CANNELLA SCHOOL OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,23501,WESTERN AREA CAREER & TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23502,INDIANA COUNTY TECHNOLOGY CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23506,YESHIVA & KOLLEL HARBOTZAS TORAH,COLLEGES WITH INSUFFICIENT DATA,1
-1,23513,KNOX BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23515,WILLOUGHBY EASTLAKE SCHOOL OF PRACTICAL NURSING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23517,PAUL MITCHELL THE SCHOOL - LOUISVILLE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23525,CLOYD'S BEAUTY SCHOOL #3,COLLEGES WITH INSUFFICIENT DATA,1
-1,23528,POLARIS CAREER CENTER - ADULT EDUCATION DEPARTMENT,COLLEGES WITH INSUFFICIENT DATA,1
-1,23531,NORTHERN TIER CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23542,SCIOTO COUNTY CAREER TECHNICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23545,SOUTHEASTERN BEAUTY SCHOOLS,COLLEGES WITH INSUFFICIENT DATA,1
-1,23566,CHARLESTON COSMETOLOGY INSTITUTE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23576,NAVAJO TECHNICAL UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23577,PAUL MITCHELL THE SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23580,THOMAS AQUINAS COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23585,BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING,COLLEGES WITH INSUFFICIENT DATA,1
-1,23586,STAGE ONE HAIR SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23593,SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23612,MAGNOLIA BIBLE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23613,LANDING SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23615,MICHIGAN BARBER SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,23623,MERCER COUNTY CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,23628,AUSTIN GRADUATE SCHOOL OF THEOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,23635,ARTHUR'S BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,23638,YESHIVA GEDOLAH OF GREATER DETROIT,COLLEGES WITH INSUFFICIENT DATA,1
-1,24579,UNIVERSITY OF KANSAS MEDICAL CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,24827,WESTERN UNIVERSITY OF HEALTH SCIENCES                                 ,COLLEGES WITH INSUFFICIENT DATA,1
-1,24905,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24908,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24911,BECKFIELD COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24915,SOUTHWEST UNIVERSITY OF VISUAL ARTS,COLLEGES WITH INSUFFICIENT DATA,1
-1,24917,CORTIVA INSTITUTE -  BOSTON,COLLEGES WITH INSUFFICIENT DATA,1
-1,24925,DELAWARE VALLEY ACADEMY OF MEDICAL & DENTAL ASSISTANTS,COLLEGES WITH INSUFFICIENT DATA,1
-1,24926,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,COLLEGES WITH INSUFFICIENT DATA,1
-1,24934,ALEXANDRIA ACADEMY OF BEAUTY CULTURE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24943,GILL-TECH ACADEMY OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,24947,BALTIMORE STUDIO OF HAIR DESIGN,COLLEGES WITH INSUFFICIENT DATA,1
-1,24948,CR'U INSTITUTE OF COSMETOLOGY & BARBERING,COLLEGES WITH INSUFFICIENT DATA,1
-1,24950,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,COLLEGES WITH INSUFFICIENT DATA,1
-1,24951,MARYLAND BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,24969,ALBUQUERQUE BARBER COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24975,CLINTON TECHNICAL SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,24978,GREENE COUNTY CAREER CENTER,COLLEGES WITH INSUFFICIENT DATA,1
-1,24980,NEW WAVE HAIR ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,24983,VIRGINIA FARRELL BEAUTY SCHOOL,COLLEGES WITH INSUFFICIENT DATA,1
-1,24987,DEMARGE COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,24990,ACADEMY OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,25021,CREATIONS COLLEGE OF COSMETOLOGY,COLLEGES WITH INSUFFICIENT DATA,1
-1,25027,UEI (UNITED EDUCATION INSTITUTE),COLLEGES WITH INSUFFICIENT DATA,1
-1,25034,AMRIDGE UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,25042,WALDEN UNIVERSITY,COLLEGES WITH INSUFFICIENT DATA,1
-1,25049,BEAUTY ACADEMY,COLLEGES WITH INSUFFICIENT DATA,1
-1,25058,YESHIVA KARLIN STOLIN,COLLEGES WITH INSUFFICIENT DATA,1
-1,25059,SHOR YOSHUV RABBINICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
-1,25060,ASSOCIATED BETH RIVKAH SCHOOLS,COLLEGES WITH INSUFFICIENT DATA,1
-1,25068,YESHIVAT MIKDASH MELECH,COLLEGES WITH INSUFFICIENT DATA,1
-1,25086,MIDDLE GEORGIA TECHNICAL COLLEGE,COLLEGES WITH INSUFFICIENT DATA,1
